microbe,status,taxonomy_level,nonzero_fraction,mean_nonzero_abund,std_abund,prevalence_datasets,cv_across_datasets,mean_MI_with_target
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_timonensis,dropped,species,0.002226179875333927,0.0015280000000000003,9.065712038373821e-05,0.2222222222222222,2.6252241723030862,0.015376501798012022
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_urogenitalis,dropped,species,0.0004452359750667854,0.00174,3.6715070994241576e-05,0.05555555555555555,4.242640687119286,0.015767282046690444
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum,dropped,genus,0.0004452359750667854,0.00096,2.0256590893374666e-05,0.05555555555555555,4.242640687119285,0.016998729682077326
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum_timonense,dropped,species,0.0004452359750667854,0.00096,2.0256590893374666e-05,0.05555555555555555,4.242640687119285,0.028966977582697076
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium,dropped,genus,0.0004452359750667854,0.00139,2.93298555643654e-05,0.05555555555555555,4.242640687119284,0.025661154471512834
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium_urinimassiliense,dropped,species,0.0004452359750667854,0.00139,2.93298555643654e-05,0.05555555555555555,4.242640687119284,0.008406490332002156
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea,dropped,genus,0.003561887800534283,0.00255,0.00023823451472740353,0.2222222222222222,2.2149981967247876,0.006100474494798898
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Fannyhessea;s__Fannyhessea_vaginae,dropped,species,0.003561887800534283,0.00255,0.00023823451472740353,0.2222222222222222,2.2149981967247876,0.03762913665154938
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Gleimia,dropped,genus,0.0004452359750667854,0.00049,1.033930160182665e-05,0.05555555555555555,4.242640687119285,0.017024022396041224
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Gleimia;s__Gleimia_europaea,dropped,species,0.0004452359750667854,0.00049,1.033930160182665e-05,0.05555555555555555,4.242640687119285,0.01031584064854784
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus,dropped,genus,0.008014247551202136,0.00445,0.0007995991093346872,0.2777777777777778,1.838196523364876,0.012895812882387099
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus_SGB15488,dropped,species,0.008014247551202136,0.00445,0.0007995991093346872,0.2777777777777778,1.838196523364876,0.03122098453859102
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia,dropped,genus,0.025378450578806767,0.0021596491228070176,0.0007766268413048385,0.2777777777777778,2.012175931468148,0.03494824553609111
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia_hongkongensis,dropped,species,0.025378450578806767,0.0021596491228070176,0.0007766268413048385,0.2777777777777778,2.012175931468148,0.0055515551209127855
