microbe,status
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.10,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.11,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.12,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.13,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.14,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.15,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.16,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.17,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.18,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.19,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.20,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.21,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.22,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.23,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.24,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.25,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.26,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.27,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.28,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.29,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.30,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.31,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.32,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.33,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.34,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.35,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.36,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.37,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.38,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.39,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.40,dropped
k__Bacteria;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales.41,dropped
